city_id,store_id,management_group_id,first_category_id,second_category_id,third_category_id,product_id,dt,sale_amount,hours_sale,stock_hour6_22_cnt,hours_stock_status,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level
0,0,2,29,78,82,4,2024-04-11,1.6,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.6 0.  0.  0.  0.3 0.3 0.1
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.816,0,1,2.8229,17.47,78.42,1.83
0,0,2,29,78,82,4,2024-04-12,3.1,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.2 0.  0.  0.  0.4 0.6 0.6
 0.3 0.  0.9 0.  0.  0. ]",1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1],0.901,0,1,4.729,17.38,80.31,1.58
0,0,2,29,78,82,4,2024-04-13,6.4,"[0.  0.  0.1 0.  0.  0.  0.  0.7 1.  0.7 1.1 0.9 1.5 0.  0.  0.1 0.3 0.
 0.  0.  0.  0.  0.  0. ]",6,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],0.795,1,1,1.9464,17.7,81.07,1.71
0,0,2,29,78,82,4,2024-04-14,7.7,"[0.  0.  0.  0.  0.  0.  0.  0.3 0.3 1.1 0.6 0.  0.2 0.6 0.3 2.1 2.2 0.
 0.  0.  0.  0.  0.  0. ]",5,[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],0.79,1,1,3.4433,17.14,78.34,1.72
0,0,2,29,78,82,4,2024-04-15,1.5,"[0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.3 0.  0.  0.  0.  0.3 0.7 0.
 0.  0.  0.  0.  0.  0. ]",5,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],0.935,0,0,2.439,17.86,76.31,1.65
0,0,2,29,78,82,4,2024-04-16,1.7,"[0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.  0.3 0.  0.  0.3 0.  0.  0.  0.2
 0.  0.3 0.3 0.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.898,0,0,3.0607,17.94,74.45,1.65
0,0,2,29,78,82,4,2024-04-17,1.2,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.6 0.  0.  0.  0.3 0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",7,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.881,0,0,0.9412,18.03,74.65,1.73
0,0,2,29,78,82,4,2024-04-18,1.1,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.3 0.  0.3
 0.1 0.3 0.  0.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.902,0,0,0.9313,18.11,75.15,1.71
0,0,2,29,78,82,4,2024-04-19,1.4,"[0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.5 0.6 0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",10,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.811,0,1,1.2889,18.39,75.09,1.71
0,0,2,29,78,82,4,2024-04-20,7.5,"[0.  0.  0.  0.  0.  0.  0.  0.3 1.1 2.1 1.6 1.5 0.8 0.  0.  0.  0.  0.
 0.  0.1 0.  0.  0.  0. ]",3,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1],0.812,1,1,1.7975,18.63,74.95,1.89
0,0,2,29,78,82,4,2024-04-21,7.4,"[0.  0.  0.  0.  0.  0.  0.  0.5 0.9 1.8 1.2 0.3 0.3 0.7 0.7 0.9 0.1 0.
 0.  0.  0.  0.  0.  0. ]",5,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],0.798,1,1,1.5679,19.65,74.23,1.47
0,0,2,29,78,82,4,2024-04-22,1.3,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3
 0.  0.  0.  1.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.872,0,1,2.0387,17.99,77.43,1.3
0,0,2,29,78,82,4,2024-04-23,0.9,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.  0.  0.  0.  0.3 0.3
 0.  0.  0.  0.  0.  0. ]",5,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],0.767,0,1,1.4443,18.17,76.68,1.77
0,0,2,29,78,82,4,2024-04-24,1.3,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.3 0.4 0.  0.  0.  0.3 0.
 0.  0.  0.  0.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.785,0,1,0.7629,18.88,75.27,1.34
0,0,2,29,78,82,4,2024-04-25,0.7,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.7 0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9,0,1,3.8271,19.66,74.78,1.44
0,0,2,29,78,82,4,2024-04-26,1.0,"[0.  0.  0.  0.  0.  0.  0.3 0.6 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.8,0,1,2.3274,19.39,72.43,1.62
0,0,2,29,78,82,4,2024-04-27,5.8,"[0.  0.  0.  0.  0.  0.  0.6 0.  1.4 0.1 1.3 0.  0.  0.6 0.6 1.2 0.  0.
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.778,1,1,1.5773,19.48,75.59,1.52
0,0,2,29,78,82,4,2024-04-28,0.8,"[0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.  0.3 0.  0.  0.2 0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",7,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.82,1,1,3.1543,20.66,76.54,1.78
0,0,2,29,78,82,4,2024-04-29,1.0,"[0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.3 0.  0.  0.  0.3 0.2 0.  0.
 0.  0.  0.  0.  0.  0. ]",6,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],0.908,0,0,2.3718,19.75,76.32,1.44
0,0,2,29,78,82,4,2024-04-30,1.0,"[0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.2 0.3 0.3 0.1 0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",9,[1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1],0.937,0,0,3.2025,19.49,73.52,1.98
0,0,2,29,78,82,4,2024-05-01,9.9,"[0.  0.  0.  0.  0.  0.  0.  0.6 0.8 2.3 1.2 1.3 0.  0.  0.3 1.1 0.  1.5
 0.2 0.3 0.3 0.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.882,1,0,2.2958,19.66,73.45,1.18
0,0,2,29,78,82,4,2024-05-02,1.8,"[0.  0.  0.  0.  0.  0.3 0.  0.  0.9 0.6 0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",12,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.871,1,0,1.3289,20.32,73.23,1.85
0,0,2,29,78,82,4,2024-05-03,3.0,"[0.  0.  0.4 0.  0.  0.  0.  0.  0.3 0.9 1.4 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",11,[1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1],0.887,1,0,2.0935,20.49,74.04,1.46
0,0,2,29,78,82,4,2024-05-04,5.3,"[0.  0.  0.  0.  0.  0.3 0.  0.  1.1 0.6 1.8 0.6 0.9 0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",9,[1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1],0.876,1,0,2.7406,21.06,70.34,1.59
0,0,2,29,78,82,4,2024-05-05,8.1,"[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.9 1.3 1.8 0.9 0.9 0.3 1.  0.3 0.
 0.1 0.  0.1 0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.881,1,0,2.5043,20.31,73.87,1.54
0,0,2,29,78,82,4,2024-05-06,1.5,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.6 0.3 0.3
 0.  0.  0.  0.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.871,0,0,2.0422,20.51,70.3,1.28
0,0,2,29,78,82,4,2024-05-07,1.3,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.  0.  0.  0.  0.3 0.4 0.1
 0.2 0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.895,0,0,0.7429,20.64,68.29,1.44
0,0,2,29,78,82,4,2024-05-08,0.6,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.3 0.  0.  0.
 0.  0.1 0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.936,0,0,0.8385,20.87,64.79,2.25
0,0,2,29,78,82,4,2024-05-09,1.7,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.  0.  0.  0.5 0.6
 0.  0.  0.  0.  0.3 0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.904,0,0,0.2931,20.77,67.8,1.67
0,0,2,29,78,82,4,2024-05-10,2.7,"[0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.  0.  0.3 1.2 0.3 0.3 0.3 0.  0.
 0.  0.  0.  0.  0.  0. ]",6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],0.872,0,1,1.6228,20.43,65.38,1.67
0,0,2,29,78,82,4,2024-05-11,6.4,"[0.  0.  0.  0.  0.  0.  0.6 0.3 0.5 2.1 0.  0.3 1.5 0.4 0.7 0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",7,[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.847,1,0,2.1749,21.24,71.85,1.48
0,0,2,29,78,82,4,2024-05-12,6.9,"[0.  0.  0.  0.  0.  0.  0.6 1.8 2.1 1.6 0.8 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",11,[1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1],0.844,1,0,0.602,21.59,65.66,1.08
0,0,2,29,78,82,4,2024-05-13,2.4,"[0.  0.  0.  0.  0.  0.  0.  0.8 0.6 0.  0.  0.3 0.2 0.  0.  0.2 0.3 0.
 0.  0.  0.  0.  0.  0. ]",5,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],0.955,0,0,0.8656,22.03,66.13,2.11
0,0,2,29,78,82,4,2024-05-14,1.5,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.  0.  0.5 0.1 0.3
 0.  0.2 0.  0.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.935,0,0,2.2495,21.79,69.27,2.19
0,0,2,29,78,82,4,2024-05-15,1.3,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.1 0.  0.  0.  0.  0.1 0.8 0.
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.944,0,0,1.4316,21.84,64.06,1.79
0,0,2,29,78,82,4,2024-05-16,1.5,"[0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.3 0.1 0.  0.3 0.  0.  0.4 0.  0.
 0.  0.  0.  0.  0.  0. ]",6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],0.936,0,0,2.0522,22.63,68.37,1.86
0,0,2,29,78,82,4,2024-05-17,2.5,"[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.9 0.3 0.3 0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",8,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],0.923,0,0,0.6138,22.51,70.56,1.66
0,0,2,29,78,82,4,2024-05-18,12.0,"[0.  0.  0.  0.  0.  0.3 0.  0.  1.3 1.7 1.  0.2 1.8 0.3 0.8 0.4 1.4 1.8
 0.9 0.1 0.  0.  0.  0. ]",4,[1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1],0.855,1,0,0.8934,22.69,71.88,1.47
0,0,2,29,78,82,4,2024-05-19,10.1,"[0.  0.  0.  0.  0.  0.  0.6 0.3 0.6 1.7 0.8 0.  0.8 0.9 0.  1.6 0.  1.7
 1.1 0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.86,1,0,2.2914,23.34,73.55,1.48
0,0,2,29,78,82,4,2024-05-20,2.4,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.8 0.  0.2 0.  0.  0.8 0.  0.2 0.4
 0.  0.  0.  0.  0.  0. ]",4,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.898,0,0,0.8932,22.24,72.51,1.69
0,0,2,29,78,82,4,2024-05-21,0.4,"[0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",0,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.878,0,0,1.7731,23.09,69.88,1.61
0,0,2,29,78,82,4,2024-05-22,2.0,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.3 0.  0.  0.  0.9 0.3 0.
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.842,0,0,1.739,22.5,67.02,1.4
0,0,2,29,78,82,4,2024-05-23,1.9,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.6 0.3 0.  0.3 0.  0.  0.
 0.1 0.  0.  0.  0.6 0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.926,0,0,1.3164,23.57,66.93,1.84
0,0,2,29,78,82,4,2024-05-24,2.6,"[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.5 0.3 0.3 0.5
 0.  0.  0.  0.  0.  0. ]",4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.949,0,0,0.3752,23.03,66.9,1.64
0,0,2,29,78,82,4,2024-05-25,7.9,"[0.  0.  0.  0.  0.  0.2 0.  0.  1.5 1.1 0.5 0.4 1.2 0.7 0.3 0.7 1.  0.3
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.853,1,0,1.0092,23.22,66.95,1.98
0,0,2,29,78,82,4,2024-05-26,4.5,"[0.  0.  0.  0.  0.  0.  0.  0.  1.1 0.  0.3 0.  0.3 0.3 0.  0.6 0.6 1.3
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.85,1,0,0.8587,22.52,67.28,1.98
0,0,2,29,78,82,4,2024-05-27,2.7,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.6 0.6 0.  0.7
 0.3 0.  0.2 0.3 0.  0. ]",1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],0.93,0,0,2.1076,22.58,66.64,1.86
0,0,2,29,78,82,4,2024-05-28,1.1,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.  0.  0.  0.  0.8 0.
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.866,0,0,1.1289,22.0,67.64,1.55
0,0,2,29,78,82,4,2024-05-29,1.8,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.3 0.  0.3 0.6
 0.  0.3 0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.869,0,0,0.811,22.51,63.29,1.71
0,0,2,29,78,82,4,2024-05-30,1.3,"[0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.3 0.3 0.6
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.848,0,0,1.2949,22.89,67.61,1.91
0,0,2,29,78,82,4,2024-05-31,2.6,"[0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.5 0.  0.  0.6 0.3 0.9 0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.848,0,0,2.4597,23.1,67.55,1.73
0,0,2,29,78,82,4,2024-06-01,5.9,"[0.  0.  0.  0.  0.  0.  0.  0.6 0.7 1.5 0.  0.3 0.3 0.  1.5 0.6 0.3 0.1
 0.  0.  0.  0.  0.  0. ]",0,[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.853,1,0,1.9178,23.52,70.26,1.39
0,0,2,29,78,82,4,2024-06-02,6.5,"[0.  0.  0.  0.  0.  0.3 0.7 0.  0.9 0.6 0.3 0.  0.9 0.6 0.1 0.  1.5 0.6
 0.  0.  0.  0.  0.  0. ]",5,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],0.852,1,0,1.7647,23.43,69.71,1.64
0,0,2,29,78,82,4,2024-06-03,1.5,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.8 0.  0.6
 0.  0.  0.  0.  0.  0. ]",4,[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.931,0,0,2.8477,23.55,73.9,2.0
0,0,2,29,78,82,4,2024-06-04,1.4,"[0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.3 0.  0.3 0.3 0.  0.3 0.  0.  0.
 0.  0.  0.  0.  0.  0. ]",7,[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.901,0,0,1.2604,24.02,70.26,1.66
0,0,2,29,78,82,4,2024-06-05,1.2,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.3 0.6 0.
 0.  0.  0.  0.  0.  0. ]",0,[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.884,0,0,1.9211,24.06,71.73,1.57
0,0,2,29,78,82,4,2024-06-06,0.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.9451004862785339,0,0,0.7985,24.64,73.1,1.77
0,0,2,29,78,82,4,2024-06-07,3.1,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.4 0.  0.  0.3 0.1 0.3 0.2 0.
 0.2 1.  0.3 0.  0.  0. ]",4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1],0.909,0,1,1.8196,24.98,73.61,1.52
0,0,2,29,78,82,4,2024-06-08,1.6,"[0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.3 0.  0.3 0.3 0.  0.  0.  0.  0.3
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.832,1,1,2.3723,25.07,74.11,1.64
0,0,2,29,78,82,4,2024-06-09,3.1,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.3 0.1 0.  0.  0.3 0.3 0.6 0.6 0.
 0.3 0.6 0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.776,1,0,5.3505,25.95,76.57,1.45
0,0,2,29,78,82,4,2024-06-10,3.2,"[0.  0.  0.  0.  0.  0.  0.3 0.3 0.3 0.  0.9 0.5 0.  0.  0.  0.6 0.3 0.
 0.  0.  0.  0.  0.  0. ]",0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.864,1,0,5.1672,25.73,75.61,1.52
